"  User:  Javier Ressogola    Last Refresh:  Saturday, November 8, 2025, 0:00:00",,,,,,,
OrderID,CustomerID,CustomerName,ProductID,Quantity,OrderDate,RequestedDeliveryDate,Comments
ORD1101626,CUST5963,Customer_198,PROD292,12,2025-11-05,11-12-2025,
ORD1101627,CUST9329,Customer_269,PROD969,6,2025-11-05,12-23-2025,Pay in 90 days
ORD1101628,CUST4042,Customer_457,PROD326,11,2025-11-01,11-28-2025,Hold until payment confirmed
ORD1101629,CUST7250,Customer_106,PROD805,4,2025-11-03,2025/11/04,
ORD1101630,CUST6419,Customer_91,PROD499,8,2025-11-03,2025/12/25,Inform customer once order is sent
ORD1101631,CUST5230,Customer_452,PROD532,19,2025-11-06,01-26-2026,Contact customer before shipping
ORD1101632,CUST1167,Customer_213,PROD943,14,04/11/2025,2025/12/10,
ORD1101633,CUST5152,Customer_308,PROD110,13,01/11/2025,2026/01/30,
ORD1101634,CUST2155,Customer_327,PROD217,4,02/11/2025,2026/01/04,Hold until payment confirmed
ORD1101635,CUST5202,Customer_490,PROD797,13,03/11/2025,2026/01/11,Hold until payment confirmed
ORD1101636,CUST7470,Customer_422,PROD306,3,2025-11-05,01-08-2026,Hold until payment confirmed
ORD1101637,CUST2791,Customer_58,PROD334,2,2025-11-07,12-27-2025,Contact customer before shipping
ORD1101638,CUST7076,Customer_225,PROD856,5,2025-11-04,2026/01/20,
ORD1101639,CUST4096,Customer_394,PROD315,11,01/11/2025,2026/01/13,Inform customer once order is sent
ORD1101640,CUST3875,Customer_180,PROD573,7,2025-11-06,2025/11/14,Inform customer once order is sent
ORD1101641,CUST4690,Customer_95,PROD742,7,03/11/2025,01-27-2026,
ORD1101642,CUST5026,Customer_309,PROD641,10,05/11/2025,2025/11/26,Urgent delivery required
ORD1101643,CUST7716,Customer_266,PROD647,1,05/11/2025,11-27-2025,
ORD1101644,CUST2700,Customer_351,PROD339,1,2025-11-04,11-05-2025,Gift packaging requested
ORD1101645,CUST4678,Customer_391,PROD743,2,2025-11-05,01-14-2026,Contact customer before shipping
ORD1101646,CUST7325,Customer_145,PROD802,20,04/11/2025,01-01-2026,
ORD1101647,CUST5096,Customer_177,PROD751,15,04/11/2025,11-24-2025,Urgent delivery required
ORD1101648,CUST3856,Customer_494,PROD497,9,02/11/2025,12-20-2025,
ORD1101649,CUST1697,Customer_236,PROD520,18,07/11/2025,2025/12/07,
ORD1101650,CUST4409,Customer_483,PROD515,14,04/11/2025,01-02-2026,
ORD1101651,CUST6956,Customer_173,PROD433,13,2025-11-02,2026/01/09,Inform customer once order is sent
ORD1101652,CUST6954,Customer_461,PROD574,18,07/11/2025,12-30-2025,Urgent delivery required
ORD1101653,CUST2780,Customer_278,PROD767,15,03/11/2025,2026/01/22,Inform customer once order is sent
ORD1101654,CUST3567,Customer_338,PROD493,17,04/11/2025,11-28-2025,
ORD1101655,CUST3823,Customer_140,PROD863,19,2025-11-07,11-27-2025,Hold until payment confirmed
ORD1101656,CUST7738,Customer_163,PROD579,8,07/11/2025,2025/11/24,
ORD1101657,CUST9693,Customer_377,PROD743,2,06/11/2025,11-19-2025,
ORD1101658,CUST1864,Customer_170,PROD973,3,2025-11-03,12-19-2025,Inform customer once order is sent
ORD1101659,CUST2081,Customer_186,PROD738,11,05/11/2025,01-02-2026,Contact customer before shipping
ORD1101660,CUST3618,Customer_462,PROD255,6,04/11/2025,2025/11/20,Hold until payment confirmed
ORD1101661,CUST8693,Customer_359,PROD387,8,2025-11-01,01-25-2026,
ORD1101662,CUST1645,Customer_70,PROD490,16,2025-11-04,2026/01/05,Pay in 90 days
ORD1101663,CUST6937,Customer_477,PROD551,19,2025-11-05,2025/11/29,Pay in 90 days
ORD1101664,CUST6633,Customer_454,PROD447,3,03/11/2025,11-12-2025,Hold until payment confirmed
ORD1101665,CUST3449,Customer_57,PROD909,7,06/11/2025,2025/12/18,Pay in 90 days
ORD1101666,CUST9105,Customer_9,PROD736,19,04/11/2025,11-26-2025,Urgent delivery required
ORD1101667,CUST9526,Customer_463,PROD124,16,2025-11-03,11-25-2025,Inform customer once order is sent
ORD1101668,CUST8093,Customer_173,PROD141,9,06/11/2025,01-30-2026,Pay in 90 days
ORD1101669,CUST1174,Customer_377,PROD687,1,03/11/2025,12-22-2025,Gift packaging requested
ORD1101670,CUST5428,Customer_357,PROD484,11,2025-11-03,01-08-2026,
ORD1101671,CUST6605,Customer_68,PROD454,9,05/11/2025,11-30-2025,Urgent delivery required
ORD1101672,CUST2389,Customer_413,PROD782,11,07/11/2025,01-12-2026,
ORD1101673,CUST2753,Customer_125,PROD176,6,2025-11-03,2025/11/12,Inform customer once order is sent
ORD1101674,CUST1158,Customer_371,PROD113,11,2025-11-07,2026/01/26,Hold until payment confirmed
ORD1101675,CUST8549,Customer_324,PROD994,11,07/11/2025,02-01-2026,Pay in 90 days
ORD1101676,CUST2329,Customer_96,PROD193,3,01/11/2025,12-27-2025,
ORD1101677,CUST2301,Customer_199,PROD428,17,2025-11-02,01-02-2026,
ORD1101678,CUST4048,Customer_241,PROD394,19,07/11/2025,11-15-2025,Hold until payment confirmed
ORD1101679,CUST4239,Customer_135,PROD247,18,2025-11-05,11-30-2025,Contact customer before shipping
ORD1101680,CUST6265,Customer_388,PROD333,6,04/11/2025,01-25-2026,
ORD1101681,CUST5676,Customer_112,PROD536,9,2025-11-07,2025/12/22,
ORD1101682,CUST5123,Customer_145,PROD872,6,2025-11-01,11-09-2025,Urgent delivery required
ORD1101683,CUST8046,Customer_41,PROD790,15,2025-11-01,2026/01/27,Hold until payment confirmed
ORD1101684,CUST2079,Customer_292,PROD368,11,04/11/2025,12-20-2025,
ORD1101685,CUST9013,Customer_161,PROD659,7,02/11/2025,01-17-2026,Contact customer before shipping
ORD1101686,CUST8563,Customer_167,PROD915,13,2025-11-04,01-03-2026,Inform customer once order is sent
ORD1101687,CUST1401,Customer_448,PROD242,11,04/11/2025,2026/01/24,Urgent delivery required
ORD1101688,CUST3830,Customer_78,PROD707,6,02/11/2025,11-15-2025,Gift packaging requested
ORD1101689,CUST1355,Customer_255,PROD501,6,03/11/2025,2026/01/13,Inform customer once order is sent
ORD1101690,CUST8091,Customer_223,PROD972,6,04/11/2025,01-29-2026,Pay in 90 days
ORD1101691,CUST8810,Customer_312,PROD396,5,2025-11-02,01-08-2026,
ORD1101692,CUST1212,Customer_490,PROD415,6,03/11/2025,01-23-2026,Hold until payment confirmed
ORD1101693,CUST3120,Customer_272,PROD388,11,2025-11-06,12-24-2025,
ORD1101694,CUST8758,Customer_33,PROD118,15,2025-11-03,2025/12/27,Urgent delivery required
ORD1101695,CUST6120,Customer_325,PROD587,9,2025-11-05,2025/12/19,Urgent delivery required
ORD1101696,CUST6272,Customer_401,PROD747,19,02/11/2025,01-17-2026,Inform customer once order is sent
ORD1101697,CUST1317,Customer_161,PROD623,4,2025-11-04,11-23-2025,Pay in 90 days
ORD1101698,CUST5358,Customer_35,PROD560,13,07/11/2025,12-02-2025,
ORD1101699,CUST1967,Customer_243,PROD352,8,06/11/2025,11-07-2025,Hold until payment confirmed
ORD1101700,CUST5468,Customer_490,PROD427,16,03/11/2025,2026/01/20,
ORD1101701,CUST4083,Customer_491,PROD711,20,2025-11-01,12-09-2025,
ORD1101702,CUST9259,Customer_145,PROD354,13,04/11/2025,02-02-2026,
ORD1101703,CUST3360,Customer_152,PROD125,1,06/11/2025,01-28-2026,
ORD1101704,CUST3418,Customer_229,PROD740,13,05/11/2025,11-26-2025,Urgent delivery required
ORD1101705,CUST5521,Customer_102,PROD823,20,04/11/2025,12-11-2025,Inform customer once order is sent
ORD1101706,CUST1858,Customer_445,PROD434,18,04/11/2025,12-22-2025,Contact customer before shipping
ORD1101707,CUST8114,Customer_331,PROD431,13,2025-11-02,12-14-2025,Pay in 90 days
ORD1101708,CUST1645,Customer_453,PROD623,2,06/11/2025,11-23-2025,Pay in 90 days
ORD1101709,CUST3676,Customer_482,PROD830,8,01/11/2025,12-18-2025,
ORD1101710,CUST2139,Customer_253,PROD510,18,2025-11-01,2026/01/08,Gift packaging requested
ORD1101711,CUST2465,Customer_417,PROD312,15,2025-11-02,11-17-2025,
ORD1101712,CUST1925,Customer_331,PROD799,18,01/11/2025,11-08-2025,Contact customer before shipping
ORD1101713,CUST4588,Customer_389,PROD338,5,07/11/2025,2025/11/25,Urgent delivery required
ORD1101714,CUST7484,Customer_10,PROD622,10,04/11/2025,11-08-2025,Contact customer before shipping
ORD1101715,CUST4278,Customer_302,PROD136,7,2025-11-02,2026/01/16,Urgent delivery required
ORD1101716,CUST7031,Customer_261,PROD948,6,2025-11-04,2025/12/02,Pay in 90 days
ORD1101717,CUST5610,Customer_137,PROD669,12,2025-11-05,12-25-2025,Inform customer once order is sent
ORD1101718,CUST4207,Customer_168,PROD366,13,01/11/2025,2026/01/24,Pay in 90 days
ORD1101719,CUST9385,Customer_395,PROD515,7,2025-11-02,2025/11/17,Pay in 90 days
ORD1101720,CUST4279,Customer_389,PROD683,10,2025-11-07,02-04-2026,Hold until payment confirmed
ORD1101721,CUST1890,Customer_332,PROD741,8,05/11/2025,12-08-2025,Pay in 90 days
ORD1101722,CUST3964,Customer_441,PROD441,7,04/11/2025,12-24-2025,
ORD1101723,CUST3707,Customer_472,PROD603,16,2025-11-05,01-21-2026,Contact customer before shipping
ORD1101724,CUST2757,Customer_453,PROD100,1,2025-11-05,2025/11/12,
ORD1101725,CUST5971,Customer_228,PROD490,19,2025-11-02,2025/11/15,Inform customer once order is sent
ORD1101726,CUST7108,Customer_39,PROD386,14,2025-11-06,11-09-2025,Pay in 90 days
ORD1101727,CUST5304,Customer_234,PROD919,7,2025-11-01,01-22-2026,
ORD1101728,CUST8807,Customer_90,PROD114,4,2025-11-01,12-02-2025,Hold until payment confirmed
ORD1101729,CUST1369,Customer_360,PROD676,16,01/11/2025,01-29-2026,Pay in 90 days
ORD1101730,CUST1608,Customer_255,PROD542,15,2025-11-04,11-27-2025,
ORD1101731,CUST2032,Customer_492,PROD888,9,06/11/2025,12-13-2025,
ORD1101732,CUST5455,Customer_494,PROD992,7,2025-11-02,01-30-2026,Pay in 90 days
ORD1101733,CUST8132,Customer_287,PROD819,16,2025-11-07,12-07-2025,
ORD1101734,CUST2448,Customer_307,PROD476,15,2025-11-07,01-07-2026,Urgent delivery required
ORD1101735,CUST9859,Customer_75,PROD428,12,04/11/2025,11-27-2025,Urgent delivery required
ORD1101736,CUST5791,Customer_76,PROD933,16,06/11/2025,01-15-2026,Gift packaging requested
ORD1101737,CUST3255,Customer_171,PROD467,15,04/11/2025,01-13-2026,
ORD1101738,CUST9296,Customer_471,PROD980,5,05/11/2025,2025/12/19,Contact customer before shipping
ORD1101739,CUST3285,Customer_418,PROD911,7,2025-11-07,2026/02/04,Gift packaging requested
ORD1101740,CUST9912,Customer_22,PROD632,4,2025-11-05,11-06-2025,Hold until payment confirmed
ORD1101741,CUST4715,Customer_351,PROD826,11,2025-11-04,11-19-2025,Urgent delivery required
ORD1101742,CUST7435,Customer_113,PROD690,12,06/11/2025,2025/12/29,Pay in 90 days
ORD1101743,CUST3551,Customer_428,PROD810,7,2025-11-06,2025/11/07,
ORD1101744,CUST9113,Customer_74,PROD173,10,2025-11-02,12-24-2025,Inform customer once order is sent
ORD1101745,CUST4129,Customer_13,PROD116,1,03/11/2025,11-19-2025,Contact customer before shipping
ORD1101746,CUST2948,Customer_217,PROD466,13,01/11/2025,01-30-2026,Urgent delivery required
ORD1101747,CUST8020,Customer_318,PROD703,16,06/11/2025,01-24-2026,Contact customer before shipping
ORD1101748,CUST6236,Customer_180,PROD131,9,06/11/2025,2026/01/06,
ORD1101749,CUST2605,Customer_217,PROD805,19,2025-11-05,2025/12/20,
ORD1101750,CUST7225,Customer_20,PROD599,3,04/11/2025,2025/12/07,Pay in 90 days
ORD1101751,CUST2540,Customer_233,PROD488,11,02/11/2025,01-19-2026,
ORD1101752,CUST8392,Customer_111,PROD728,14,2025-11-01,2025/11/03,Hold until payment confirmed
ORD1101753,CUST9295,Customer_228,PROD170,17,02/11/2025,2026/01/01,Hold until payment confirmed
ORD1101754,CUST1798,Customer_130,PROD699,4,06/11/2025,01-12-2026,Gift packaging requested
ORD1101755,CUST5756,Customer_308,PROD439,14,01/11/2025,01-28-2026,Pay in 90 days
ORD1101756,CUST1093,Customer_199,PROD894,6,07/11/2025,2025/12/26,Inform customer once order is sent
ORD1101757,CUST9083,Customer_118,PROD830,15,07/11/2025,02-05-2026,
ORD1101758,CUST3162,Customer_380,PROD719,19,01/11/2025,2025/12/28,Contact customer before shipping
ORD1101759,CUST7034,Customer_326,PROD656,4,2025-11-04,01-04-2026,Gift packaging requested
ORD1101760,CUST2067,Customer_45,PROD369,12,2025-11-04,2025/12/26,Inform customer once order is sent
ORD1101761,CUST2982,Customer_13,PROD265,3,2025-11-05,2025/11/29,Gift packaging requested
ORD1101762,CUST5309,Customer_245,PROD168,6,05/11/2025,12-28-2025,Pay in 90 days
ORD1101763,CUST3182,Customer_383,PROD818,13,01/11/2025,2025/12/19,Pay in 90 days
ORD1101764,CUST9692,Customer_5,PROD410,5,2025-11-03,12-05-2025,
ORD1101765,CUST8778,Customer_245,PROD590,7,2025-11-01,2025/11/24,Contact customer before shipping
ORD1101766,CUST2161,Customer_75,PROD783,5,07/11/2025,2026/01/12,Pay in 90 days
ORD1101767,CUST2189,Customer_290,PROD268,8,06/11/2025,12-29-2025,
ORD1101768,CUST5300,Customer_209,PROD161,14,01/11/2025,2025/12/13,
ORD1101769,CUST7122,Customer_201,PROD560,20,07/11/2025,2025/12/06,
ORD1101770,CUST9348,Customer_456,PROD516,6,2025-11-02,01-18-2026,Gift packaging requested
ORD1101771,CUST1506,Customer_214,PROD167,18,01/11/2025,11-20-2025,
ORD1101772,CUST5601,Customer_238,PROD765,11,2025-11-03,01-11-2026,Urgent delivery required
ORD1101773,CUST8991,Customer_198,PROD875,19,2025-11-06,2026/01/17,
ORD1101774,CUST3248,Customer_241,PROD445,3,2025-11-06,2026/01/08,
ORD1101775,CUST2031,Customer_129,PROD744,9,03/11/2025,2025/12/10,Inform customer once order is sent
ORD1101776,CUST4922,Customer_290,PROD295,12,2025-11-03,11-28-2025,
ORD1101777,CUST5323,Customer_307,PROD534,7,07/11/2025,2026/01/25,
ORD1101778,CUST5833,Customer_98,PROD803,12,2025-11-06,2026/01/15,Inform customer once order is sent
ORD1101779,CUST3841,Customer_61,PROD841,10,2025-11-06,12-08-2025,Contact customer before shipping
ORD1101780,CUST9142,Customer_192,PROD351,13,04/11/2025,12-09-2025,
ORD1101781,CUST5173,Customer_311,PROD173,9,2025-11-01,12-20-2025,
ORD1101782,CUST4095,Customer_416,PROD360,16,2025-11-04,01-14-2026,Urgent delivery required
ORD1101783,CUST5353,Customer_27,PROD537,16,05/11/2025,11-19-2025,Gift packaging requested
ORD1101784,CUST3013,Customer_186,PROD878,2,2025-11-01,11-10-2025,Hold until payment confirmed
ORD1101785,CUST2571,Customer_474,PROD860,14,2025-11-02,11-08-2025,
ORD1101786,CUST6531,Customer_320,PROD836,9,2025-11-03,2025/12/29,Inform customer once order is sent
ORD1101787,CUST5370,Customer_476,PROD665,12,2025-11-07,2025/12/08,Hold until payment confirmed
ORD1101788,CUST3815,Customer_413,PROD944,13,02/11/2025,2026/01/11,Inform customer once order is sent
ORD1101789,CUST5419,Customer_415,PROD597,4,01/11/2025,12-03-2025,
ORD1101790,CUST3713,Customer_457,PROD277,8,03/11/2025,2025/11/17,Contact customer before shipping
ORD1101791,CUST7335,Customer_229,PROD318,8,01/11/2025,2025/11/12,Gift packaging requested
ORD1101792,CUST7299,Customer_436,PROD729,13,01/11/2025,2026/01/10,
ORD1101793,CUST8154,Customer_405,PROD996,17,2025-11-03,2025/12/15,Hold until payment confirmed
ORD1101794,CUST4366,Customer_191,PROD247,3,2025-11-05,02-03-2026,Inform customer once order is sent
ORD1101795,CUST6148,Customer_181,PROD514,9,02/11/2025,2025/12/10,
ORD1101796,CUST1397,Customer_352,PROD676,8,2025-11-06,02-04-2026,Contact customer before shipping
ORD1101797,CUST6655,Customer_185,PROD490,1,2025-11-04,12-30-2025,
ORD1101798,CUST5176,Customer_179,PROD334,9,03/11/2025,2025/12/07,Inform customer once order is sent
ORD1101799,CUST9473,Customer_307,PROD643,7,07/11/2025,2025/11/12,
ORD1101800,CUST2474,Customer_363,PROD262,3,05/11/2025,2026/02/03,Urgent delivery required
ORD1101801,CUST8423,Customer_77,PROD400,5,07/11/2025,01-02-2026,Inform customer once order is sent
ORD1101802,CUST9528,Customer_35,PROD337,3,05/11/2025,2025/11/12,Contact customer before shipping
ORD1101803,CUST7934,Customer_459,PROD271,8,01/11/2025,11-27-2025,Pay in 90 days
ORD1101804,CUST3928,Customer_274,PROD227,15,05/11/2025,2025/12/23,
ORD1101805,CUST5024,Customer_403,PROD108,11,2025-11-07,11-29-2025,
ORD1101806,CUST9265,Customer_459,PROD158,13,2025-11-02,11-24-2025,Inform customer once order is sent
ORD1101807,CUST7016,Customer_294,PROD901,9,04/11/2025,12-06-2025,Contact customer before shipping
ORD1101808,CUST1692,Customer_35,PROD486,5,2025-11-01,12-08-2025,Gift packaging requested
ORD1101809,CUST9871,Customer_372,PROD513,17,04/11/2025,2026/01/26,
ORD1101810,CUST7638,Customer_385,PROD357,17,04/11/2025,11-26-2025,Gift packaging requested
ORD1101811,CUST2202,Customer_308,PROD476,10,01/11/2025,01-18-2026,
ORD1101812,CUST1391,Customer_162,PROD598,7,2025-11-07,11-10-2025,Contact customer before shipping
ORD1101813,CUST3291,Customer_333,PROD912,10,2025-11-04,12-06-2025,Inform customer once order is sent
ORD1101814,CUST7541,Customer_239,PROD829,15,2025-11-03,11-30-2025,Gift packaging requested
ORD1101815,CUST3384,Customer_460,PROD755,4,2025-11-03,2025/12/21,Gift packaging requested
ORD1101816,CUST8100,Customer_40,PROD712,10,2025-11-03,2026/01/08,Pay in 90 days
ORD1101817,CUST8855,Customer_35,PROD460,11,02/11/2025,2025/12/12,
ORD1101818,CUST3391,Customer_382,PROD828,18,2025-11-03,11-11-2025,Inform customer once order is sent
ORD1101819,CUST8345,Customer_207,PROD442,20,04/11/2025,2025/12/19,Urgent delivery required
ORD1101820,CUST3020,Customer_453,PROD548,16,2025-11-04,2026/01/09,Hold until payment confirmed
ORD1101821,CUST2102,Customer_496,PROD257,13,2025-11-03,2026/01/27,
ORD1101822,CUST3358,Customer_73,PROD880,7,01/11/2025,01-19-2026,Gift packaging requested
ORD1101823,CUST1198,Customer_489,PROD236,7,04/11/2025,2026/01/16,Inform customer once order is sent
ORD1101824,CUST4450,Customer_1,PROD167,6,2025-11-07,11-12-2025,Gift packaging requested
ORD1101825,CUST3713,Customer_474,PROD788,16,2025-11-01,2025/11/12,Urgent delivery required
ORD1101826,CUST8682,Customer_490,PROD364,19,2025-11-05,01-15-2026,
ORD1101827,CUST6349,Customer_270,PROD259,19,2025-11-05,02-01-2026,Hold until payment confirmed
ORD1101828,CUST1364,Customer_223,PROD594,9,2025-11-03,01-08-2026,Contact customer before shipping
ORD1101829,CUST5920,Customer_411,PROD983,9,2025-11-01,11-20-2025,Inform customer once order is sent
ORD1101830,CUST3510,Customer_475,PROD200,18,05/11/2025,12-22-2025,Gift packaging requested
ORD1101831,CUST2329,Customer_125,PROD266,20,2025-11-04,01-28-2026,Urgent delivery required
ORD1101832,CUST7650,Customer_418,PROD542,5,04/11/2025,01-04-2026,
ORD1101833,CUST6046,Customer_121,PROD598,16,2025-11-04,01-19-2026,Gift packaging requested
ORD1101834,CUST3701,Customer_173,PROD263,20,03/11/2025,01-18-2026,Pay in 90 days
ORD1101835,CUST1139,Customer_77,PROD653,14,2025-11-04,2025/11/16,
ORD1101836,CUST3488,Customer_27,PROD102,16,2025-11-02,2025/11/07,Urgent delivery required
ORD1101837,CUST6853,Customer_342,PROD685,3,01/11/2025,11-23-2025,
ORD1101838,CUST2349,Customer_21,PROD729,1,2025-11-07,2025/12/02,
ORD1101839,CUST9034,Customer_56,PROD373,19,03/11/2025,2026/01/21,
ORD1101840,CUST3271,Customer_34,PROD573,20,2025-11-07,12-11-2025,Contact customer before shipping
ORD1101841,CUST4666,Customer_353,PROD390,2,04/11/2025,12-18-2025,Contact customer before shipping
ORD1101842,CUST9337,Customer_157,PROD400,13,2025-11-04,2025/12/05,
ORD1101843,CUST4449,Customer_124,PROD572,5,2025-11-06,11-26-2025,Pay in 90 days
ORD1101844,CUST2764,Customer_230,PROD229,5,2025-11-06,2025/11/16,Urgent delivery required
ORD1101845,CUST8890,Customer_223,PROD519,4,2025-11-06,2026/01/31,
ORD1101846,CUST4436,Customer_459,PROD584,2,03/11/2025,11-24-2025,Urgent delivery required
ORD1101847,CUST5131,Customer_200,PROD291,16,2025-11-04,2026/01/28,
ORD1101848,CUST8366,Customer_69,PROD935,11,2025-11-06,12-31-2025,Hold until payment confirmed
ORD1101849,CUST3689,Customer_489,PROD356,14,01/11/2025,01-03-2026,
ORD1101850,CUST3299,Customer_123,PROD625,20,2025-11-04,12-10-2025,
ORD1101851,CUST1151,Customer_324,PROD469,11,07/11/2025,2026/01/25,Pay in 90 days
ORD1101852,CUST9209,Customer_104,PROD316,5,2025-11-03,01-30-2026,Contact customer before shipping
ORD1101853,CUST7401,Customer_456,PROD641,19,2025-11-05,01-23-2026,Contact customer before shipping
ORD1101854,CUST9964,Customer_149,PROD651,15,2025-11-01,2025/12/08,Gift packaging requested
ORD1101855,CUST2028,Customer_243,PROD949,14,2025-11-04,01-21-2026,Urgent delivery required
ORD1101856,CUST5336,Customer_154,PROD767,2,07/11/2025,12-07-2025,Hold until payment confirmed
ORD1101857,CUST9695,Customer_118,PROD141,8,07/11/2025,2026/01/04,Pay in 90 days
ORD1101858,CUST5483,Customer_275,PROD933,18,2025-11-04,2025/11/07,Contact customer before shipping
ORD1101859,CUST6016,Customer_394,PROD714,2,2025-11-04,2026/01/18,Contact customer before shipping
ORD1101860,CUST4847,Customer_474,PROD498,18,06/11/2025,2025/12/19,Contact customer before shipping
ORD1101861,CUST2305,Customer_169,PROD762,8,2025-11-04,11-07-2025,Contact customer before shipping
ORD1101862,CUST5789,Customer_344,PROD363,14,02/11/2025,2025/12/27,Inform customer once order is sent
ORD1101863,CUST5731,Customer_159,PROD655,18,2025-11-06,2025/11/15,Inform customer once order is sent
ORD1101864,CUST1054,Customer_489,PROD345,3,07/11/2025,12-12-2025,
ORD1101865,CUST2989,Customer_257,PROD884,18,2025-11-04,2026/01/09,Contact customer before shipping
ORD1101866,CUST6836,Customer_404,PROD194,12,2025-11-02,12-22-2025,
ORD1101867,CUST1298,Customer_467,PROD735,3,2025-11-01,2025/11/22,Inform customer once order is sent
ORD1101868,CUST4181,Customer_246,PROD875,12,2025-11-01,12-15-2025,
ORD1101869,CUST9395,Customer_398,PROD931,13,02/11/2025,2025/11/24,Contact customer before shipping
ORD1101870,CUST2096,Customer_500,PROD862,8,2025-11-07,2026/01/31,
ORD1101871,CUST8501,Customer_199,PROD429,12,02/11/2025,11-08-2025,Inform customer once order is sent
ORD1101872,CUST7103,Customer_333,PROD446,14,2025-11-06,11-07-2025,
ORD1101873,CUST2572,Customer_305,PROD633,18,07/11/2025,2025/11/22,Gift packaging requested
ORD1101874,CUST6582,Customer_62,PROD739,2,2025-11-07,01-28-2026,Urgent delivery required
ORD1101875,CUST1637,Customer_440,PROD209,2,03/11/2025,01-28-2026,
ORD1101876,CUST7219,Customer_79,PROD387,11,2025-11-07,12-30-2025,
ORD1101877,CUST9163,Customer_158,PROD856,10,04/11/2025,2025/11/07,Urgent delivery required
ORD1101878,CUST3251,Customer_477,PROD637,20,2025-11-05,2025/11/18,Pay in 90 days
ORD1101879,CUST6215,Customer_455,PROD226,6,05/11/2025,12-03-2025,Pay in 90 days
ORD1101880,CUST9868,Customer_468,PROD979,3,2025-11-07,2026/01/17,
ORD1101881,CUST5874,Customer_52,PROD513,2,03/11/2025,12-27-2025,Urgent delivery required
ORD1101882,CUST2126,Customer_49,PROD702,1,01/11/2025,01-02-2026,Urgent delivery required
ORD1101883,CUST3601,Customer_303,PROD674,8,2025-11-01,2025/12/14,Contact customer before shipping
ORD1101884,CUST2701,Customer_323,PROD931,1,04/11/2025,2025/12/02,
ORD1101885,CUST9350,Customer_123,PROD517,1,2025-11-06,2026/01/12,
ORD1101886,CUST4072,Customer_253,PROD660,8,01/11/2025,2025/12/27,Contact customer before shipping
ORD1101887,CUST5795,Customer_177,PROD239,13,05/11/2025,12-28-2025,
ORD1101888,CUST3042,Customer_362,PROD530,9,06/11/2025,01-23-2026,Pay in 90 days
ORD1101889,CUST5144,Customer_354,PROD231,19,02/11/2025,2026/01/24,Contact customer before shipping
ORD1101890,CUST4782,Customer_128,PROD862,2,2025-11-06,11-16-2025,Inform customer once order is sent
ORD1101891,CUST2845,Customer_295,PROD102,7,06/11/2025,11-21-2025,
ORD1101892,CUST4380,Customer_229,PROD247,5,2025-11-06,01-28-2026,
ORD1101893,CUST7735,Customer_194,PROD775,17,2025-11-06,12-12-2025,Inform customer once order is sent
ORD1101894,CUST7376,Customer_181,PROD292,8,04/11/2025,01-06-2026,
ORD1101895,CUST8099,Customer_238,PROD262,2,2025-11-07,11-15-2025,
ORD1101896,CUST2809,Customer_452,PROD394,5,03/11/2025,2025/12/09,Pay in 90 days
ORD1101897,CUST2069,Customer_301,PROD565,12,2025-11-03,01-25-2026,Inform customer once order is sent
ORD1101898,CUST8812,Customer_494,PROD499,9,02/11/2025,01-03-2026,Inform customer once order is sent
ORD1101899,CUST8961,Customer_197,PROD324,18,05/11/2025,2026/01/27,
ORD1101900,CUST9552,Customer_131,PROD806,4,2025-11-03,01-27-2026,Urgent delivery required
ORD1101901,CUST2755,Customer_124,PROD389,9,2025-11-07,2025/12/09,
ORD1101902,CUST9682,Customer_472,PROD287,16,05/11/2025,2025/11/06,Pay in 90 days
ORD1101903,CUST7876,Customer_291,PROD449,1,04/11/2025,2025/11/29,Contact customer before shipping
ORD1101904,CUST5115,Customer_357,PROD923,9,2025-11-05,2025/12/01,Contact customer before shipping
ORD1101905,CUST6847,Customer_50,PROD489,16,05/11/2025,2025/12/01,
ORD1101906,CUST6847,Customer_242,PROD877,8,2025-11-05,12-18-2025,Gift packaging requested
ORD1101907,CUST2249,Customer_53,PROD678,5,02/11/2025,12-25-2025,
ORD1101908,CUST2189,Customer_53,PROD797,18,04/11/2025,11-22-2025,Inform customer once order is sent
ORD1101909,CUST5201,Customer_6,PROD701,14,2025-11-01,12-07-2025,Gift packaging requested
ORD1101910,CUST4878,Customer_314,PROD221,3,2025-11-07,2025/12/10,
ORD1101911,CUST4951,Customer_23,PROD587,9,2025-11-05,2025/11/27,Contact customer before shipping
ORD1101912,CUST9020,Customer_419,PROD321,14,03/11/2025,2025/11/16,Hold until payment confirmed
ORD1101913,CUST1001,Customer_219,PROD813,12,03/11/2025,12-31-2025,Inform customer once order is sent
ORD1101914,CUST1349,Customer_342,PROD381,7,2025-11-02,11-23-2025,Pay in 90 days
ORD1101915,CUST4425,Customer_102,PROD235,10,2025-11-04,11-12-2025,Inform customer once order is sent
ORD1101916,CUST4345,Customer_188,PROD742,10,07/11/2025,2026/02/03,Contact customer before shipping
ORD1101917,CUST8761,Customer_194,PROD107,6,2025-11-03,11-08-2025,Contact customer before shipping
ORD1101918,CUST2389,Customer_392,PROD261,7,01/11/2025,2025/11/21,Gift packaging requested
ORD1101919,CUST5360,Customer_366,PROD632,18,2025-11-06,2026/01/13,
ORD1101920,CUST6407,Customer_454,PROD563,6,07/11/2025,01-23-2026,Hold until payment confirmed
ORD1101921,CUST3820,Customer_313,PROD956,15,2025-11-03,2025/12/14,Inform customer once order is sent
